brand,name,price,concentration,gender,scents,base_note,middle_note,Gender_encoded,scent_strength,price_normalized,notes_diversity,base_note_0,base_note_1,base_note_2,base_note_3,base_note_4,base_note_5,base_note_6,base_note_7,base_note_8,base_note_9,base_note_10,base_note_11,middle_note_0,middle_note_1,middle_note_2,middle_note_3,middle_note_4,middle_note_5,middle_note_6,middle_note_7,middle_note_8,middle_note_9,middle_note_10,middle_note_11,Woody,Floral,Arabian,Spicy,Oriental,Fruity,Fresh,Citrus,Vanilla,Musk,Aromatic,Jasmine,Rose,Sandalwood,Clean
Genie,1029 Collection,17.8,EDP,Women,Fruity,"Vegetal Amber, Musk And Mahogany","Magnolia, Lotus And Peony",0,2.0,0.0138410227904391,4,Vegetal Amber,Musk  Mahogany,,,,,,,,,,,Magnolia,Lotus  Peony,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lancome,La Vie Est Belle,217.0,EDP,Women,Vanilla,"Patchouli, Praline, Tonka Beans, Vanilla","Iris, Jasmine, Orange Tree Blossom",0,2.0,0.2352973874374652,7,Patchouli,Praline,Tonka Beans,Vanilla,,,,,,,,,Iris,Jasmine,Orange Tree Blossom,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ANGEL SCHLESSER,Essential,83.7,EDP,Women,Clean,"Sandalwood, Musk, Vetiver And Cedar","Peony, Violet, Freesia And Bulgarian Rose",0,2.0,0.0871039466370205,7,Salwood,Sandalwood,Musk,Vetiver  Cedar,,,,,,,,,Peony,Violet,Freesia  Bulgarian Rose,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VERSACE,Oud Noir,260.0,EDP,Men,Woody,"Agarwood, Patchouli, Leatherwood","Cardamom, Saffron, Olibanum",1,2.0,0.2831017231795442,6,Agarwood,Patchouli,Leatherwood,,,,,,,,,,Cardamom,Saffron,Olibanum,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Cavalli,cavalli,110.0,EDP,Women,Arabian,"Benzoin, Tonka Bean, Vanilla",African Orange Flower,0,2.0,0.1163424124513618,4,Benzoin,Tonka Bean,Vanilla,,,,,,,,,,African Orange Flower,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAROLINA HERRERA,212 VIP,258.7,EDT,Men,Vanilla,"King Wood, Salty Amber and Tonka Beans","Chilled Vodka, Hot Ginger and Slice Of Apple",1,1.0,0.2816564758198999,6,King Wood,Salty Amber,Tonka Beans,,,,,,,,,,Chilled Vodka,Hot Ginger,Slice Of Apple,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAROLINA HERRERA,Prive,140.0,EDT,Men,Aromatic,"Leather, Benzoin and Tonka",Luxurious Notes of Whiskey,1,1.0,0.1496942745969983,4,Leather,Benzoin,Tonka,,,,,,,,,,Luxurious Notes of Whiskey,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ADOLFO DOMINGUEZ,Vetiver Hombre,110.25,EDT,Men,Floral,"Amber, Cedar, Leather, Vetiver, Patchouli and Roots","Jasmine, Lily and Clove",1,1.0,0.1166203446359088,9,Amber,Cedar,Leather,Vetiver,Patchouli,Roots,,,,,,,Jasmine,Lily,Clove,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fendi,Furiosa,184.5,EDP,Women,Floral,"Incense, Gaïac Wood and Amber","Jasmine Absolute, Violaciocca Flower and Gardenia",0,2.0,0.1991662034463591,6,Incense,Gaïac Wood,Amber,,,,,,,,,,Jasmine Absolute,Violaciocca Flower,Gardenia,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jennifer lopez,Live,99.35,EDP,Women,Fruity,"Caramel, Sandalwood, Tonka Beans, Vanilla","Peony, Red Currant Blossom, Violet",0,2.0,0.1045025013896609,8,Caramel,Salwood,Sandalwood,Tonka Beans,Vanilla,,,,,,,,Peony,Red Currant Blossom,Violet,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lattafa,Velvet Oud,56.75,EDP,Unisex,Floral,"Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Cedar And Tobacco.","Pine Tree, Honey, Orris Root, Jasmine, Caraway, Petitgrain, Lily-Of-The-Valley, Rose, Brazilian Rosewood And Incense",2,2.0,0.0571428571428571,17,Salwood,Sandalwood,Tonka Bean,Amber,Patchouli,Musk,Oakmoss,Cedar  Tobacco.,,,,,Pine Tree,Honey,Orris Root,Jasmine,Caraway,Petitgrain,Lily-Of-The-Valley,Rose,Brazilian Rosewood  Incense,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guerlain,Habit Rouge,218.45,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss and Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar and Rose",1,2.0,0.2369093941078376,14,Labdanum,Leather,Amber,Benzoin,Oakmoss,Vanilla,,,,,,,Carnation,Salwood,Sandalwood,Patchouli,Cinnamon,Jasmine,Cedar,Rose,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVON,Rare Pearls,70.5,EDP,Women,Floral,"Pearl Musk, Sandalwood, And Patchouli","Plum, Honey, Pepper, Pearlescent Flower Accord (magnolia And Broom Flower)",0,2.0,0.0724291272929405,8,Pearl Musk,Salwood,Sandalwood,Patchouli,,,,,,,,,Plum,Honey,Pepper,Pearlescent Flower Accord (magnolia  Broom Flower),,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCHAS,Secret De Rochas,67.0,EDP,Women,Fruity,"Oakmoss, Sandalwood, Civet, Cedarwood, Musk, Orris, Tonka Bean","Osmanthus, Jasmine",0,2.0,0.0685380767092829,10,Oakmoss,Salwood,Sandalwood,Civet,Cedarwood,Musk,Orris,Tonka Bean,,,,,Osmanthus,Jasmine,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jennifer lopez,Live Luxe,95.0,EDP,Women,Fresh,"diamond musk, soft musk","muguet petals, exotic amethyst freesia",0,2.0,0.0996664813785436,4,diamond musk,soft musk,,,,,,,,,,,muguet petals,exotic amethyst freesia,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Guerlain,Mon Florale,319.0,EDP,Women,Floral,"Vanilla, Iris, Sandalwood","Floral Notes, Peony, Jasmine Sambac, Ylang-Ylang, Neroli, Peach, Lily-Of-The-Valley",0,2.0,0.3486937187326292,11,Vanilla,Iris,Salwood,Sandalwood,,,,,,,,,Floral Notes,Peony,Jasmine Sambac,Ylang-Ylang,Neroli,Peach,Lily-Of-The-Valley,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCCI,Guilty Intense,224.0,EDT,Men,Floral,"Patchouli, Virginia Cedar, Amber","African Orange Flower, Neroli",1,1.0,0.2430794886047804,5,Patchouli,Virginia Cedar,Amber,,,,,,,,,,African Orange Flower,Neroli,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRADA,Milano Infusion D'iris,338.0,EDP,Women,Woody,Incense And Benzoin,"Iris, Cedar And Vetiver",0,2.0,0.3698165647581989,3,Incense  Benzoin,,,,,,,,,,,,Iris,Cedar  Vetiver,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Kors,kors,273.0,EDP,Women,Floral,"Musk, Cashmere Wood, Vetiver","Tuberose, Iris, Peony, Orris Root, Arum Lily",0,2.0,0.2975541967759866,8,Musk,Cashmere Wood,Vetiver,,,,,,,,,,Tuberose,Iris,Peony,Orris Root,Arum Lily,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves Saint Laurent,L'Homme,338.3,EDP,Men,Woody,"Cedar, Benzoin And Suede Accord",Violet Leaf And Orange Blossom,1,2.0,0.3701500833796553,3,Cedar,Benzoin  Suede Accord,,,,,,,,,,,Violet Leaf  Orange Blossom,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajmal,Teenz,74.85,EDP,Women,Floral,"Floral, Fruity, Musky","Fruity, Musky",0,2.0,0.0772651473040578,5,Floral,Fruity,Musky,,,,,,,,,,Fruity,Musky,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TED LAPIDUS,Creation,162.0,EDT,Women,Fruity,"Amber, Musk, Sandalwood, veti","Gardenia, Jasmine, Tuberose, Daffodil, Rose, Ylang-ylang",0,1.0,0.1741523068371317,11,Amber,Musk,Salwood,Sandalwood,veti,,,,,,,,Gardenia,Jasmine,Tuberose,Daffodil,Rose,Ylang-ylang,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BVLGARI,Goldea,200.0,EDP,Women,Arabian,"Musk,Amber,Patchouli,Papyrus","Ylang-Ylang, Jasmine, Musk",0,2.0,0.2163979988882712,7,Musk,Amber,Patchouli,Papyrus,,,,,,,,,Ylang-Ylang,Jasmine,Musk,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Revlon,Charlie Blue,34.0,EDT,Women,Woody,"A Mix Of Sandalwood, Oakmoss","Jasmine, Muguet, Rose, Ylang-Ylang",0,1.0,0.0318510283490828,7,A Mix Of S,Sandalwood,Oakmoss,,,,,,,,,,Jasmine,Muguet,Rose,Ylang-Ylang,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZZARO,Chrome,143.7,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood And Cardamom","Cyclamen, Coriander, Jasmine And Oakmoss",1,1.0,0.1538076709282934,11,Salwood,Sandalwood,Tonka Bean,Musk,Oakmoss,Cedar,Brazilian Rosewood  Cardamom,,,,,,Cyclamen,Cori,er,Jasmine  Oakmoss,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Calvin Klein,CK IN2U,82.2,EDT,Men,Citrus,"Amber, Red Cader, Vanilla",Cacao Pod,1,1.0,0.0854363535297387,4,Amber,Red Cader,Vanilla,,,,,,,,,,Cacao Pod,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GUCCI,Premiere,292.95,EDP,Women,Floral,Patchouli and Sandalwood,Orange Blossom and Musk,0,2.0,0.3197331851028349,5,Patchouli,Salwood,Sandalwood,,,,,,,,,,Orange Blossom,Musk,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANEL,Allure Homme Sport EDT For,423.0,EDP,Men,Citrus,"Tonka Bean, Atlas Cedar, Vetiver, White Musk And Pepper","Cedar,Neroli,Pepper",1,2.0,0.4643135075041689,7,Tonka Bean,Atlas Cedar,Vetiver,White Musk  Pepper,,,,,,,,,Cedar,Neroli,Pepper,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BVLGARI,Aqva Marine Pour Homme,163.95,EDT,Men,Citrus,"Virginia Cedar, Amber","Seaweed, Rosemary, Water Notes",1,1.0,0.1763201778765981,5,Virginia Cedar,Amber,,,,,,,,,,,Seaweed,Rosemary,Water Notes,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
VERSACE,Dylan Blue,38.0,EDT,Men,Arabian,"Musk, Tonka Bean, Incense, Saffron","Violet Leaves, Papyrus Wood , Patchouli, Black Pepper and Ambergris",1,1.0,0.0362979433018343,9,Musk,Tonka Bean,Incense,Saffron,,,,,,,,,Violet Leaves,Papyrus Wood,Patchouli,Black Pepper,Ambergris,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GIORGIO ARMANI,Si,232.9,EDP,Women,Floral,"Patchouli, Woods, Amber, Orcanox, Vanilla","Rose de Mai, Neroli, Egyptian Jasmine, Freesia",0,2.0,0.2529738743746526,9,Patchouli,Woods,Amber,Orcanox,Vanilla,,,,,,,,Rose de Mai,Neroli,Egyptian Jasmine,Freesia,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AIGNER,Debut Night,172.8,EDP,Women,Floral,"Cedar , Vanilla , Raspberry","Orange Blossom , Rose, Water Lily",0,2.0,0.1861589772095609,6,Cedar,Vanilla,Raspberry,,,,,,,,,,Orange Blossom,Rose,Water Lily,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BVLGARI,Omnia Crystalline,279.0,EDT,Women,Woody,"White Sandalwood, Benzoin From Siam And Musks","Lotus Flower, Orris Concrete And Heliotrope",0,1.0,0.3042245692051139,5,White S,Sandalwood,Benzoin From Siam  Musks,,,,,,,,,,Lotus Flower,Orris Concrete  Heliotrope,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancome,Idôle ED,14.95,EDT,Women,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",0,1.0,0.0106725958866036,9,Vanilla,Amber,Musk,,Patchouli,,,,,,,,Jasmine,Geranium,Neroli,Ylang-Ylang,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ard Al Zaafaran,Oud Sharqia,18.4,EDP,Unisex,Arabian,Sweet Wood,Citric,2,2.0,0.0145080600333518,2,Sweet Wood,,,,,,,,,,,,Citric,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PACO RABANNE,1 Million Lucky,267.15,EDT,Men,Woody,"Oakmoss, Patchouli, Vetiver","Cashmere Wood, Cedar Wood, Hazelnut, Honey, Jasmine",1,1.0,0.2910505836575875,8,Oakmoss,Patchouli,Vetiver,,,,,,,,,,Cashmere Wood,Cedar Wood,Hazelnut,Honey,Jasmine,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERSACE,Eros,369.7,EDT,Men,Arabian,"Cedar, Oakmoss, Vanilla, Vetiver","Ambroxan, Geranium, Tonka Beans",1,1.0,0.4050583657587548,7,Cedar,Oakmoss,Vanilla,Vetiver,,,,,,,,,Ambroxan,Geranium,Tonka Beans,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,Reveal,169.0,EDP,Women,Floral,"Vetiver, Sandalwood, Cashmere And Musk",Powdery Iris And Ambergris,0,2.0,0.1819344080044469,5,Vetiver,Salwood,Sandalwood,Cashmere  Musk,,,,,,,,,Powdery Iris  Ambergris,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCCI,Bloom Nettare Di Fiori,318.8,EDP,Women,Floral,"Patchouli, Musks And Osmanthus","Tuberose,Honeysuckle,Jasmine",0,2.0,0.3484713729849916,5,Patchouli,Musks  Osmanthus,,,,,,,,,,,Tuberose,Honeysuckle,Jasmine,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LANVIN,Lanvin,113.0,EDT,Men,Woody,"Sandalwood, Amber, Musk, Vanilla","Pepper, Mint, Sage, Cardamom",1,1.0,0.1196775986659255,9,Salwood,Sandalwood,Amber,Musk,Vanilla,,,,,,,,Pepper,Mint,Sage,Cardamom,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,Femme,139.35,EDP,Women,Floral,"Apricot, Amber, Lemon Tree","Lily, Jasmine, Bulgarian Rose",0,2.0,0.1489716509171762,6,Apricot,Amber,Lemon Tree,,,,,,,,,,Lily,Jasmine,Bulgarian Rose,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Britney Spears,Fantasy,99.0,EDP,Women,Floral,"Creamy Musk, Orris Root And Sensual Woods","Cupcake, Jasmine And White Chocolate Orchid",0,2.0,0.1041133963312951,4,Creamy Musk,Orris Root  Sensual Woods,,,,,,,,,,,Cupcake,Jasmine  White Chocolate Orchid,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ELIE SAAB,Royal,239.75,EDP,Women,Floral,"Indonesian Patchouli Essence, Indian Sandalwood, Amber, Vanilla","Turkish Rose Absolute, Bulgarian Rose Absolute, Lebanese Neroli",0,2.0,0.2605892162312396,8,Indonesian Patchouli Essence,Indian S,Sandalwood,Amber,Vanilla,,,,,,,,Turkish Rose Absolute,Bulgarian Rose Absolute,Lebanese Neroli,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GIORGIO ARMANI,Si Fiori,323.05,EDP,Women,Floral,"Vanilla, White Musk","Neroli, Rose",0,2.0,0.3531962201222901,4,Vanilla,White Musk,,,,,,,,,,,Neroli,Rose,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAROLINA HERRERA,212 Men Nyc,163.9,EDT,Men,Woody,"Labdanum, Sandalwood, Musk, Guaiac Wood, Vetiver And Incense","Ginger, Gardenia, Violet And Sage",1,1.0,0.1762645914396887,9,Labdanum,Salwood,Sandalwood,Musk,Guaiac Wood,Vetiver  Incense,,,,,,,Ginger,Gardenia,Violet  Sage,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenzo,Jeu D'Amour L'elixir,195.45,EDP,Women,Fruity,"Caramel, Patchouli, Rum, Sandalwood, Vanilla","Jasmine, Tuberose",0,2.0,0.2113396331295164,8,Caramel,Patchouli,Rum,Salwood,Sandalwood,Vanilla,,,,,,,Jasmine,Tuberose,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Calvin Klein,Euphoria Intense,99.95,EDT,Men,Spicy,"Amber, Patchouli, Agarwood, Myrrh, Labdanun","Black Basil, Sage, Cedar, Vetiver",1,1.0,0.1051695386325736,9,Amber,Patchouli,Agarwood,Myrrh,Labdanun,,,,,,,,Black Basil,Sage,Cedar,Vetiver,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MONTBLANC,Legend Spirit,140.0,EDT,Men,Citrus,"White Musk, White Woods, Cashmere Wood, Oakmoss","Water Notes, Lavender, Cardamom",1,1.0,0.1496942745969983,7,White Musk,White Woods,Cashmere Wood,Oakmoss,,,,,,,,,Water Notes,Lavender,Cardamom,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Parfums De Marly,Pegasus,245.0,EDT,Men,Citrus,"Ambergris, musk","Iris, orange blossom",1,1.0,0.2664257921067259,4,Ambergris,musk,,,,,,,,,,,Iris,orange blossom,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PACO RABANNE,Invictus,279.1,EDT,Men,Citrus,Guaiac Wood And Patchouli Heart,Ambregris Accord And Grapefruit Zests,1,1.0,0.3043357420789327,2,Guaiac Wood  Patchouli Heart,,,,,,,,,,,,Ambregris Accord  Grapefruit Zests,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRUSSARDI,Uomo,143.75,EDT,Men,Floral,"Patchouli,Oak Moss,Leather","Geranium,Violet,Clary Sage",1,1.0,0.1538632573652029,6,Patchouli,Oak Moss,Leather,,,,,,,,,,Geranium,Violet,Clary Sage,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOEWE,Esencia Pour Homme,177.0,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar and Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium and Black Currant",1,1.0,0.19082823790995,22,Tonka Bean,Leather,Salwood,Sandalwood,Fir,Amber,Patchouli,Musk,Oakmoss,Vetiver,Cedar,Styrax,Clary Sage,Nutmeg,Basil,Jasmine,Neroli,Lily-of-the-valley,Rose,Pine Tree Needles,Geranium,Black Currant,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTBLANC,Explorer,187.9,EDP,Men,Woody,"Ambroxan, Akigalawood, Indonesian Patchouli Leaf, Cacao Pod","Haitian Vetiver, Leather",1,2.0,0.2029460811561979,6,Ambroxan,Akigalawood,Indonesian Patchouli Leaf,Cacao Pod,,,,,,,,,Haitian Vetiver,Leather,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fendi,Furiosa,101.85,EDP,Women,Floral,"Amber, Incense, Guaiac Wood","Jasmine, Violaciocca Flower And Gardenia",0,2.0,0.1072818232351306,5,Amber,Incense,Guaiac Wood,,,,,,,,,,Jasmine,Violaciocca Flower  Gardenia,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GUCCI,Guilty Pour Homme,200.2,EDT,Men,Floral,Patchouli and Virginia Cedar,African Orange Flower,1,1.0,0.2166203446359088,3,Patchouli,Virginia Cedar,,,,,,,,,,,African Orange Flower,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTBLANC,Legend,108.5,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oak Moss, Geranium, Rose, Apple, Dried Fruit",1,1.0,0.11467481934408,9,Salwood,Sandalwood,Tonka Bean,,,,,,,,,,Coumarin,Oak Moss,Geranium,Rose,Apple,Dried Fruit,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miu Miu,miu miu,249.95,EDP,Women,Floral,Akigalawood,"Green Notes, Jasmine, Rose",0,2.0,0.2719288493607559,4,Akigalawood,,,,,,,,,,,,Green Notes,Jasmine,Rose,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Givenchy,L'Interdit,228.0,EDP,Women,Floral,"Vetiver, Patchouli, Ambroxan and Vanilla","Orange Blossom, Jasmine and Tuberose",0,2.0,0.2475264035575319,7,Vetiver,Patchouli,Ambroxan,Vanilla,,,,,,,,,Orange Blossom,Jasmine,Tuberose,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Estee Lauder,White Linen,197.5,EDP,Women,Oriental,"Vetiver, Sandalwood, Cedar, Amber, Benzoin, Tonka Bean, Honey, Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-Of-The-Valley, Violet, Lilac, Orchid, Orris",0,2.0,0.2136186770428015,20,Vetiver,Salwood,Sandalwood,Cedar,Amber,Benzoin,Tonka Bean,Honey,Oakmoss,,,,Carnation,Iris,Jasmine,Hyacinth,Ylang-Ylang,Rose,Lily-Of-The-Valley,Violet,Lilac,Orchid,Orris,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Estee Lauder,White Linen,214.0,EDP,Women,Arabian,"Vetiver, Sandalwood, Amber, Benzoin, Tonka Bean, Honey and Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-of-the-Valley, Violet, Lilac, Orchid and Orris",0,2.0,0.2319622012229016,19,Vetiver,Salwood,Sandalwood,Amber,Benzoin,Tonka Bean,Honey,Oakmoss,,,,,Carnation,Iris,Jasmine,Hyacinth,Ylang-Ylang,Rose,Lily-of-the-Valley,Violet,Lilac,Orchid,Orris,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,CK One,105.0,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar And Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily Of The Valley And Rose",2,1.0,0.1107837687604224,10,Salwood,Sandalwood,Amber,Musk,Cedar  Oakmoss,,,,,,,,Nutmeg,Violet,Orris Root,Jasmine,Lily Of The Valley  Rose,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PACO RABANNE,Ultraviolet,148.65,EDP,Women,Floral,Madagascar Vanilla Absolute And Ambergris,Chinese Osmanthus And Indian Sambac Jasmine,0,2.0,0.1593107281823235,2,Madagascar Vanilla Absolute  Ambergris,,,,,,,,,,,,Chinese Osmanthus  Indian Sambac Jasmine,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Givenchy,Play Intense,259.9,EDT,Men,Spicy,"Vetyver,French Labdanum,Patchouli,Tonka Bean","Amyris,Pink Pepper,Coffee",1,1.0,0.2829905503057254,7,Vetyver,French Labdanum,Patchouli,Tonka Bean,,,,,,,,,Amyris,Pink Pepper,Coffee,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,Brit Sheer,123.95,EDT,Women,Fruity,White Musk And Blond Wood,"Pink Peony, Peach Blossom And Nashi, Floral Accent",0,1.0,0.1318510283490828,4,White Musk  Blond Wood,,,,,,,,,,,,Pink Peony,Peach Blossom  Nashi,Floral Accent,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ELIE SAAB,Girl Of Now,264.9,EDP,Women,Floral,"Patchouli, Cashmeran, Tonka Bean And Almond Milk","Range Blossom, Magnolia And Almond",0,2.0,0.2885491939966648,5,Patchouli,Cashmeran,Tonka Bean  Almond Milk,,,,,,,,,,Range Blossom,Magnolia  Almond,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JAGUAR,Jaguar,59.7,EDT,Men,Aromatic,"Leather, Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Vanilla, Cedar, Tobacco, Fern","Cyclamen, Nutmeg, Carnation, Gardenia, Cinnamon, Jasmine, Caraway, Sage, Rose, Geranium, Fir",1,1.0,0.0604224569205113,23,Leather,Salwood,Sandalwood,Tonka Bean,Amber,Patchouli,Musk,Oakmoss,Vanilla,Cedar,Tobacco,Fern,Cyclamen,Nutmeg,Carnation,Gardenia,Cinnamon,Jasmine,Caraway,Sage,Rose,Geranium,Fir,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DORALL COLLECTION,Eternally Hot,8.0,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",0,1.0,0.0029460811561978,4,Vanilla,Musk,,,,,,,,,,,Gardenia,Jasmine,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUCHERON,Place Vendome,187.0,EDP,Women,Floral,"Cedar, White Musk","Iris, Rose, Jasmine",0,2.0,0.2019455252918288,5,Cedar,White Musk,,,,,,,,,,,Iris,Rose,Jasmine,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANEL,Gabrielle,459.0,EDP,Women,Floral,Sandalwood and Musk,"Tuberose, Ylang-ylang, Jasmine and Orange blossom",0,2.0,0.5043357420789327,7,Salwood,Sandalwood,Musk,,,,,,,,,,Tuberose,Ylang-ylang,Jasmine,Orange blossom,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,Ma Vie,125.0,EDP,Women,Floral,"Cedar, Woody Notes","Pink Freesia, Jasmine, Rose",0,2.0,0.1330183435241801,5,Cedar,Woody Notes,,,,,,,,,,,Pink Freesia,Jasmine,Rose,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Cavalli,Paradisio Azzuro,168.0,EDP,Women,Floral,"Amberwood, Cashmere Wood, Cypress, Sandalwood, Vanilla","Apple, Jasmine, Peach, Rose, Tuberose, Water Notes",0,2.0,0.180822679266259,12,Amberwood,Cashmere Wood,Cypress,Salwood,Sandalwood,Vanilla,,,,,,,Apple,Jasmine,Peach,Rose,Tuberose,Water Notes,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
